n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
5341,       7031283,       7025954,       4066,       59453,       30208,       365
5342,       7032919,       7027589,       4088,       59514,       30386,       360
5343,       7034788,       7029457,       3905,       59577,       30467,       386
5344,       7036880,       7031548,       3968,       59607,       30441,       382
5345,       7041714,       7036381,       3933,       59627,       30468,       370
5346,       7042333,       7036999,       3912,       59557,       30363,       355
5347,       7042342,       7037007,       4028,       59575,       30341,       371
5348,       7046040,       7040704,       3887,       59574,       30401,       362
5349,       7051364,       7046027,       3969,       59597,       30423,       373
5350,       7054297,       7048959,       4053,       59642,       30458,       363
5351,       7058347,       7053008,       3929,       59633,       30493,       369
5352,       7063260,       7057920,       3901,       59654,       30478,       366
5353,       7066033,       7060692,       3976,       59657,       30482,       371
5354,       7066986,       7061644,       3958,       59595,       30450,       371
5355,       7069405,       7064062,       3950,       59648,       30463,       359
5356,       7070273,       7064929,       3861,       59646,       30531,       365
5357,       7073908,       7068563,       3874,       59668,       30539,       366
5358,       7078543,       7073197,       4038,       59644,       30492,       358
5359,       7082479,       7077132,       3866,       59660,       30437,       367
5360,       7086637,       7081289,       3872,       59706,       30484,       374
5361,       7087219,       7081870,       3944,       59722,       30497,       370
5362,       7092489,       7087139,       3964,       59749,       30499,       364
5363,       7094243,       7088892,       3876,       59741,       30496,       366
5364,       7094267,       7088915,       3937,       59745,       30533,       370
5365,       7096405,       7091052,       3982,       59751,       30511,       377
5366,       7100599,       7095245,       3938,       59792,       30473,       361
5367,       7100944,       7095589,       4036,       59774,       30472,       379
5368,       7103893,       7098537,       3911,       59846,       30526,       370
5369,       7108837,       7103480,       3999,       59862,       30512,       359
5370,       7113859,       7108501,       4006,       59877,       30543,       364
5371,       7119039,       7113680,       3935,       59857,       30496,       381
5372,       7121942,       7116582,       4073,       59873,       30470,       384
5373,       7122904,       7117543,       3963,       59903,       30498,       367
5374,       7127755,       7122393,       3891,       59888,       30527,       362
5375,       7130130,       7124767,       4008,       59866,       30502,       367
5376,       7134999,       7129635,       3974,       59947,       30582,       372
5377,       7140183,       7134818,       3897,       59960,       30597,       368
5378,       7140977,       7135611,       4010,       59955,       30603,       367
5379,       7143866,       7138499,       3905,       59979,       30645,       369
5380,       7147367,       7141999,       4011,       60018,       30572,       367
5381,       7149753,       7144384,       3906,       60026,       30568,       372
5382,       7150444,       7145074,       3917,       60029,       30597,       367
5383,       7151667,       7146296,       4250,       60058,       30641,       394
5384,       7156074,       7150702,       4074,       60127,       30615,       384
5385,       7156327,       7150954,       3969,       60120,       30620,       375
5386,       7158119,       7152745,       3908,       60074,       30599,       366
5387,       7159347,       7153972,       3964,       60088,       30620,       364
5388,       7160894,       7155518,       4046,       60104,       30652,       367
5389,       7165024,       7159647,       3917,       60126,       30634,       370
5390,       7165243,       7159865,       3952,       60139,       30598,       405
5391,       7169201,       7163822,       4032,       60141,       30594,       368
5392,       7169900,       7164520,       3975,       60166,       30637,       363
5393,       7174791,       7169410,       4025,       60179,       30654,       369
5394,       7178041,       7172659,       3997,       60177,       30755,       370
5395,       7178641,       7173258,       4149,       60221,       30739,       368
5396,       7181705,       7176321,       3922,       60195,       30759,       370
5397,       7183570,       7178185,       4040,       60199,       30763,       376
5398,       7185222,       7179836,       3985,       60244,       30701,       367
5399,       7190112,       7184725,       4070,       60262,       30747,       381
5400,       7192476,       7187088,       4049,       60267,       30828,       364
5401,       7195230,       7189841,       4115,       60261,       30809,       380
5402,       7197663,       7192273,       3992,       60300,       30884,       365
5403,       7200909,       7195518,       4124,       60286,       30889,       366
5404,       7202024,       7196632,       3935,       60287,       30820,       368
5405,       7203339,       7197946,       4129,       60306,       30847,       367
5406,       7207680,       7202286,       3936,       60295,       30832,       365
5407,       7211698,       7206303,       4062,       60301,       30816,       373
5408,       7216190,       7210794,       4010,       60386,       30789,       388
5409,       7218326,       7212929,       4313,       60402,       30804,       369
5410,       7218450,       7213052,       3940,       60387,       30767,       367
5411,       7220264,       7214865,       4051,       60403,       30835,       368
5412,       7223597,       7218197,       4006,       60395,       30828,       366
5413,       7224619,       7219218,       4051,       60402,       30817,       369
5414,       7225410,       7220008,       3950,       60456,       30884,       370
5415,       7226415,       7221012,       4154,       60469,       30865,       384
5416,       7229746,       7224342,       3987,       60487,       30900,       371
5417,       7234834,       7229429,       4056,       60495,       30916,       371
5418,       7237732,       7232326,       4071,       60500,       30955,       365
5419,       7238692,       7233285,       4141,       60509,       30956,       360
5420,       7238764,       7233356,       3953,       60489,       30878,       371
5421,       7239606,       7234197,       4073,       60523,       30853,       371
5422,       7244899,       7239489,       3983,       60454,       30769,       374
5423,       7245783,       7240372,       4127,       60507,       30821,       369
5424,       7246396,       7240984,       3971,       60533,       30936,       371
5425,       7249931,       7244518,       4083,       60561,       30958,       372
5426,       7252022,       7246608,       4043,       60533,       30886,       367
5427,       7254410,       7248995,       4076,       60580,       30930,       370
5428,       7254988,       7249572,       3972,       60602,       30945,       372
5429,       7255842,       7250425,       4085,       60599,       30910,       388
5430,       7259235,       7253817,       4074,       60653,       31001,       372
5431,       7261477,       7256058,       4086,       60690,       30948,       370
5432,       7264034,       7258614,       3985,       60610,       30860,       373
5433,       7265792,       7260371,       4174,       60623,       30902,       372
5434,       7271083,       7265661,       3970,       60705,       30989,       365
5435,       7276340,       7270917,       4102,       60691,       30947,       371
5436,       7280777,       7275353,       3991,       60700,       31025,       379
5437,       7281830,       7276405,       4167,       60747,       31068,       383
5438,       7285230,       7279804,       3991,       60732,       30944,       371
5439,       7287389,       7281962,       4149,       60782,       31049,       381
5440,       7290172,       7284744,       4059,       60735,       31033,       386
5441,       7290616,       7285187,       4221,       60752,       31040,       363
5442,       7294795,       7289365,       3984,       60796,       31041,       368
5443,       7296879,       7291448,       4100,       60813,       31056,       369
5444,       7301274,       7295842,       4140,       60867,       31115,       381
5445,       7303072,       7297639,       4132,       60892,       31138,       370
5446,       7304895,       7299461,       4019,       60865,       31080,       384
5447,       7306888,       7301453,       4178,       60907,       31121,       365
5448,       7311799,       7306363,       3993,       60879,       31065,       375
5449,       7315744,       7310307,       4116,       60899,       31076,       374
5450,       7318648,       7313210,       4010,       60876,       31101,       373
5451,       7320178,       7314739,       4197,       60924,       31139,       372
5452,       7321774,       7316334,       3998,       60909,       31189,       372
5453,       7327011,       7321570,       4121,       60934,       31209,       372
5454,       7330973,       7325531,       4093,       60998,       31168,       393
5455,       7333186,       7327743,       4126,       60932,       31100,       389
5456,       7335786,       7330342,       4007,       60943,       31202,       378
5457,       7338165,       7332720,       4122,       60939,       31195,       374
5458,       7340109,       7334663,       4489,       61024,       31207,       388
5459,       7341218,       7335771,       4101,       61021,       31211,       376
5460,       7342302,       7336854,       4032,       61019,       31164,       363
5461,       7342589,       7337140,       4120,       61044,       31167,       385
5462,       7344478,       7339028,       4098,       61020,       31169,       365
5463,       7347083,       7341632,       4109,       61003,       31145,       376
5464,       7351694,       7346242,       4215,       61047,       31204,       387
5465,       7355225,       7349772,       4272,       61032,       31194,       3093
5466,       7356780,       7351326,       4257,       61120,       31199,       390
5467,       7360221,       7354766,       4167,       61140,       31225,       386
5468,       7364638,       7359182,       4157,       61071,       31239,       388
5469,       7368901,       7363444,       4014,       61129,       31262,       378
5470,       7373853,       7368395,       4019,       61089,       31172,       378
5471,       7377342,       7371883,       4125,       61134,       31230,       371
5472,       7380676,       7375216,       4029,       61153,       31188,       379
5473,       7383890,       7378429,       4037,       61172,       31200,       378
5474,       7388350,       7382888,       4065,       61171,       31232,       390
5475,       7389904,       7384441,       4196,       61225,       31265,       384
5476,       7392402,       7386938,       4259,       61227,       31285,       369
5477,       7393144,       7387679,       4153,       61213,       31287,       375
5478,       7393931,       7388465,       4152,       61235,       31300,       381
5479,       7394435,       7388968,       4083,       61281,       31405,       373
5480,       7399237,       7393769,       4047,       61349,       31387,       376
5481,       7401906,       7396437,       4115,       61349,       31372,       390
5482,       7403992,       7398522,       4133,       61294,       31275,       366
5483,       7408611,       7403140,       4051,       61303,       31294,       372
5484,       7411791,       7406319,       4147,       61258,       31263,       381
5485,       7416264,       7410791,       4189,       61270,       31292,       370
5486,       7420015,       7414541,       4159,       61326,       31312,       375
5487,       7420308,       7414833,       4058,       61336,       31322,       375
5488,       7425111,       7419635,       4071,       61323,       31379,       388
5489,       7426494,       7421017,       4228,       61332,       31385,       382
5490,       7430965,       7425487,       4069,       61363,       31376,       378
5491,       7431747,       7426268,       4074,       61415,       31391,       377
5492,       7437024,       7431544,       4203,       61398,       31378,       379
5493,       7442486,       7437005,       4179,       61400,       31323,       383
5494,       7444715,       7439233,       4141,       61442,       31385,       383
5495,       7447912,       7442429,       4201,       61467,       31452,       414
5496,       7449726,       7444242,       4245,       61486,       31375,       389
5497,       7455131,       7449646,       4225,       61489,       31370,       391
5498,       7460038,       7454552,       4086,       61502,       31456,       380
5499,       7463986,       7458499,       4180,       61498,       31488,       379
5500,       7466251,       7460763,       4190,       61515,       31464,       378
5501,       7469904,       7464415,       4185,       61521,       31471,       380
5502,       7471580,       7466090,       4128,       61522,       31379,       397
5503,       7473274,       7467783,       4242,       61541,       31463,       389
5504,       7473946,       7468454,       4288,       61557,       31428,       373
5505,       7475353,       7469860,       4160,       61572,       31440,       383
5506,       7480423,       7474929,       4268,       61526,       31417,       377
5507,       7481155,       7475660,       4152,       61563,       31462,       381
5508,       7485360,       7479864,       4244,       61603,       31470,       385
5509,       7488616,       7483119,       4310,       61616,       31487,       383
5510,       7490660,       7485162,       4144,       61588,       31464,       383
5511,       7494072,       7488573,       4142,       61626,       31496,       374
5512,       7494339,       7488839,       4211,       61608,       31427,       394
5513,       7494613,       7489112,       4150,       61624,       31413,       375
5514,       7498528,       7493026,       4100,       61660,       31530,       376
5515,       7502974,       7497471,       4285,       61594,       31396,       385
5516,       7503488,       7497984,       4252,       61650,       31455,       385
5517,       7506764,       7501259,       4138,       61691,       31518,       395
5518,       7510857,       7505351,       4224,       61704,       31518,       378
5519,       7514896,       7509389,       4246,       61734,       31502,       395
5520,       7519428,       7513920,       4247,       61749,       31503,       376
5521,       7524711,       7519202,       4269,       61774,       31538,       393
5522,       7526425,       7520915,       4174,       61732,       31482,       385
5523,       7530985,       7525474,       4286,       61760,       31500,       384
5524,       7533824,       7528312,       4254,       61767,       31585,       370
5525,       7537380,       7531867,       4354,       61806,       31603,       378
5526,       7540332,       7534818,       4155,       61856,       31632,       387
5527,       7544329,       7538814,       4179,       61803,       31567,       377
5528,       7544439,       7538923,       4270,       61914,       31597,       389
5529,       7548510,       7542993,       4296,       61930,       31623,       426
5530,       7552365,       7546847,       4293,       61938,       31672,       384
5531,       7555651,       7550132,       4447,       61924,       31634,       383
5532,       7559176,       7553656,       4279,       61896,       31579,       393
5533,       7564544,       7559023,       4218,       61878,       31546,       383
5534,       7566582,       7561060,       4235,       61914,       31548,       386
5535,       7569994,       7564471,       4213,       61938,       31617,       384
5536,       7570692,       7565168,       4249,       62046,       31716,       380
5537,       7573116,       7567591,       4133,       62064,       31725,       388
5538,       7574372,       7568846,       4276,       61987,       31638,       387
5539,       7578555,       7573028,       4169,       61951,       31607,       390
5540,       7581077,       7575549,       4310,       62013,       31624,       371
5541,       7582076,       7576547,       4154,       62046,       31649,       374
5542,       7587383,       7581853,       4223,       62073,       31680,       385
5543,       7588137,       7582606,       4237,       62046,       31673,       372
5544,       7591896,       7586364,       4275,       62043,       31626,       377
5545,       7592211,       7586678,       4171,       62043,       31635,       376
5546,       7595472,       7589938,       4222,       62112,       31687,       375
5547,       7598285,       7592750,       4245,       62086,       31702,       374
5548,       7602132,       7596596,       4179,       62093,       31674,       376
5549,       7603658,       7598121,       4285,       62093,       31679,       376
5550,       7604033,       7598495,       4369,       62139,       31726,       393
5551,       7605195,       7599656,       4230,       62143,       31692,       378
5552,       7608672,       7603132,       4239,       62179,       31778,       404
5553,       7613781,       7608240,       4432,       62187,       31794,       397
5554,       7616964,       7611422,       4339,       62195,       31750,       378
5555,       7617362,       7611819,       4215,       62242,       31743,       377
5556,       7619160,       7613616,       4325,       62193,       31728,       381
5557,       7623078,       7617533,       4279,       62201,       31677,       376
5558,       7623896,       7618350,       4215,       62184,       31777,       377
5559,       7625580,       7620033,       4328,       62214,       31772,       375
5560,       7630711,       7625163,       4266,       62284,       31729,       381
5561,       7633220,       7627671,       4277,       62321,       31769,       383
5562,       7634365,       7628815,       4338,       62313,       31707,       377
5563,       7636636,       7631085,       4257,       62355,       31717,       392
5564,       7638745,       7633193,       4324,       62365,       31870,       382
5565,       7639787,       7634234,       4229,       62350,       31887,       376
5566,       7643520,       7637966,       4222,       62331,       31752,       380
5567,       7647853,       7642298,       4304,       62331,       31788,       376
5568,       7649135,       7643579,       4282,       62341,       31833,       384
5569,       7651037,       7645480,       4228,       62357,       31848,       376
5570,       7656552,       7650994,       4286,       62377,       31864,       395
5571,       7656944,       7651385,       4482,       62355,       31877,       389
5572,       7661156,       7655596,       4391,       62436,       31888,       397
5573,       7661896,       7656335,       4392,       62478,       31901,       390
5574,       7664043,       7658481,       4499,       62435,       31848,       395
5575,       7667085,       7661522,       4395,       62430,       31782,       391
5576,       7667864,       7662300,       4496,       62518,       31960,       395
5577,       7668298,       7662733,       4658,       62550,       31979,       408
5578,       7673486,       7667920,       4404,       62503,       31919,       404
5579,       7675148,       7669581,       4541,       62480,       31864,       413
5580,       7678477,       7672909,       4659,       62481,       31864,       405
5581,       7683058,       7677489,       4323,       62468,       31859,       377
5582,       7685656,       7680086,       4230,       62556,       31931,       395
5583,       7690076,       7684505,       4378,       62532,       31895,       376
5584,       7694805,       7689233,       4225,       62548,       31828,       401
5585,       7695784,       7690211,       4280,       62568,       31834,       375
5586,       7701274,       7695700,       4370,       62599,       31896,       376
5587,       7704345,       7698770,       4237,       62605,       31867,       376
5588,       7705856,       7700280,       4256,       62518,       31797,       386
5589,       7710689,       7705112,       4447,       62583,       31848,       390
5590,       7715799,       7710221,       4342,       62607,       31930,       377
5591,       7718070,       7712491,       4262,       62620,       31886,       375
5592,       7722885,       7717305,       4341,       62653,       31964,       406
5593,       7723799,       7718218,       4387,       62640,       31939,       394
5594,       7726026,       7720444,       4269,       62707,       32000,       380
5595,       7729434,       7723851,       4265,       62704,       31939,       377
5596,       7731601,       7726017,       4403,       62669,       31906,       386
5597,       7735309,       7729724,       4272,       62700,       31950,       378
5598,       7739804,       7734218,       4275,       62753,       32001,       379
5599,       7741088,       7735501,       4461,       62762,       31965,       394
5600,       7743390,       7737802,       4311,       62794,       32150,       380
5601,       7747081,       7741492,       4279,       62794,       32141,       377
5602,       7749610,       7744020,       4337,       62810,       32098,       405
5603,       7753243,       7747652,       4577,       62792,       32083,       398
5604,       7757793,       7752201,       4309,       62855,       32112,       381
5605,       7759418,       7753825,       4335,       62842,       32092,       377
5606,       7761828,       7756234,       4535,       62792,       31983,       396
5607,       7763155,       7757560,       4449,       62825,       31964,       384
5608,       7763299,       7757703,       4417,       62854,       32047,       396
5609,       7768682,       7763085,       4566,       62867,       32058,       403
5610,       7773648,       7768050,       4492,       62913,       32109,       393
5611,       7776794,       7771195,       4358,       62853,       32058,       394
5612,       7777030,       7771430,       4443,       62831,       31992,       378
5613,       7779436,       7773835,       4601,       62869,       32043,       395
5614,       7783906,       7778304,       4425,       62943,       32045,       394
5615,       7784037,       7778434,       4326,       62959,       32062,       395
5616,       7786609,       7781005,       4439,       62964,       32089,       384
5617,       7791233,       7785628,       4438,       62968,       32095,       396
5618,       7791725,       7786119,       4349,       62954,       32052,       379
5619,       7794355,       7788748,       4454,       62968,       32047,       387
5620,       7795568,       7789960,       4399,       63020,       32145,       382
5621,       7799415,       7793806,       4312,       63033,       32146,       381
5622,       7800226,       7794616,       5864,       63055,       32119,       407
5623,       7803256,       7797645,       4554,       63045,       32146,       413
5624,       7803955,       7798343,       4563,       63096,       32162,       398
5625,       7808766,       7803153,       5527,       63100,       32173,       409
5626,       7810663,       7805049,       4477,       63091,       32141,       399
5627,       7815567,       7809952,       5726,       63127,       32237,       446
5628,       7817115,       7811499,       4668,       63091,       32143,       412
5629,       7818586,       7812969,       4609,       63118,       32174,       413
5630,       7822735,       7817117,       4533,       63190,       32219,       401
5631,       7825789,       7820170,       4619,       63180,       32159,       402
5632,       7828362,       7822742,       5352,       63151,       32097,       587
5633,       7832628,       7827007,       4754,       63165,       32111,       384
5634,       7832876,       7827254,       5778,       63171,       32114,       398
5635,       7834056,       7828433,       4325,       63172,       32123,       384
5636,       7834823,       7829199,       4310,       63162,       32178,       387
5637,       7838642,       7833017,       4543,       63168,       32200,       383
5638,       7841130,       7835504,       4310,       63197,       32214,       390
5639,       7843880,       7838253,       5373,       63219,       32218,       393
5640,       7847579,       7841951,       4419,       63264,       32350,       457
5641,       7850094,       7844465,       5318,       63279,       32357,       390
5642,       7851901,       7846271,       4366,       63216,       32260,       398
5643,       7854729,       7849098,       4459,       63246,       32278,       384
5644,       7859514,       7853882,       4329,       63330,       32395,       389
5645,       7864542,       7858909,       6415,       63350,       32397,       549
5646,       7867354,       7861720,       7202,       63304,       32188,       399
5647,       7870983,       7865348,       6955,       63344,       32277,       512
5648,       7875986,       7870350,       8010,       63373,       32279,       579
5649,       7880000,       7874363,       8121,       63388,       32282,       600
5650,       7882893,       7877255,       6639,       63364,       32256,       460
5651,       7883480,       7877841,       4644,       63393,       32356,       403
5652,       7885708,       7880068,       5064,       63447,       32361,       409
5653,       7889950,       7884309,       4541,       63458,       32383,       390
5654,       7893689,       7888047,       4731,       63444,       32388,       402
5655,       7895763,       7890120,       4649,       63484,       32397,       403
5656,       7898845,       7893201,       5239,       63530,       32397,       585
5657,       7904419,       7898774,       5812,       63541,       32424,       404
5658,       7908743,       7903097,       4460,       63521,       32396,       384
5659,       7909533,       7903886,       4406,       63561,       32432,       381
5660,       7910153,       7904505,       4446,       63489,       32401,       386
5661,       7911849,       7906200,       4451,       63490,       32352,       404
5662,       7917156,       7911506,       4450,       63573,       32461,       384
5663,       7920411,       7914760,       4335,       63529,       32396,       383
5664,       7922408,       7916756,       4433,       63561,       32390,       387
5665,       7925061,       7919408,       4489,       63583,       32418,       386
5666,       7928755,       7923101,       4405,       63567,       32391,       390
5667,       7932267,       7926612,       4356,       63573,       32366,       382
5668,       7932509,       7926853,       4432,       63625,       32403,       383
5669,       7937344,       7931687,       4475,       63611,       32390,       383
5670,       7940873,       7935215,       4464,       63621,       32422,       382
5671,       7943974,       7938315,       4412,       63676,       32459,       397
5672,       7947993,       7942333,       4394,       63690,       32507,       385
5673,       7952951,       7947290,       4372,       63706,       32513,       386
5674,       7955640,       7949978,       4391,       63729,       32474,       399
5675,       7961135,       7955472,       4643,       63682,       32464,       401
5676,       7963723,       7958059,       4565,       63764,       32578,       398
5677,       7963889,       7958224,       4542,       63761,       32555,       399
5678,       7966778,       7961112,       4543,       63763,       32556,       397
5679,       7971521,       7965854,       4546,       63796,       32569,       398
5680,       7974964,       7969296,       4610,       63807,       32430,       399
5681,       7978693,       7973024,       4543,       63804,       32449,       400
5682,       7982771,       7977101,       4546,       63819,       32509,       404
5683,       7987497,       7981826,       4576,       63819,       32445,       513
5684,       7992666,       7986994,       4485,       63827,       32575,       392
5685,       7994832,       7989159,       4392,       63859,       32592,       381
5686,       7999610,       7993936,       4403,       63888,       32555,       383
5687,       8000492,       7994817,       4608,       63866,       32621,       381
5688,       8002714,       7997038,       4395,       63927,       32715,       391
5689,       8007278,       8001601,       4400,       63937,       32723,       383
5690,       8007572,       8001894,       4553,       63873,       32620,       401
5691,       8010204,       8004525,       4499,       63919,       32642,       383
5692,       8015061,       8009381,       4504,       63837,       32550,       392
5693,       8019514,       8013833,       4573,       63860,       32593,       399
5694,       8022976,       8017294,       4532,       63916,       32646,       387
5695,       8027836,       8022153,       4781,       63969,       32698,       402
5696,       8030022,       8024338,       4477,       63972,       32645,       407
5697,       8034438,       8028753,       4468,       63981,       32643,       381
5698,       8039384,       8033698,       4459,       63984,       32641,       391
5699,       8041797,       8036110,       4535,       64016,       32663,       424
5700,       8045233,       8039545,       4724,       64075,       32728,       412
5701,       8047875,       8042186,       4611,       64085,       32747,       405
5702,       8051338,       8045648,       4600,       64052,       32653,       417
5703,       8053368,       8047677,       4501,       64061,       32627,       389
5704,       8058261,       8052569,       4425,       64119,       32728,       387
5705,       8058746,       8053053,       4431,       64136,       32763,       385
5706,       8059251,       8053557,       4595,       64120,       32715,       398
5707,       8059387,       8053692,       4600,       64164,       32734,       399
5708,       8059916,       8054220,       4430,       64140,       32722,       388
5709,       8064405,       8058708,       4508,       64150,       32738,       401
5710,       8064889,       8059191,       4427,       64153,       32698,       384
5711,       8069085,       8063386,       4434,       64140,       32714,       392
5712,       8074605,       8068905,       4450,       64171,       32786,       411
5713,       8076500,       8070799,       4727,       64185,       32783,       403
5714,       8079487,       8073785,       4754,       64227,       32773,       401
5715,       8084995,       8079292,       4768,       64211,       32759,       2742
5716,       8088492,       8082788,       4788,       64201,       32780,       404
5717,       8090710,       8085005,       4611,       64206,       32792,       401
5718,       8092081,       8086375,       4624,       64181,       32793,       399
5719,       8094272,       8088565,       4616,       64209,       32840,       406
5720,       8098742,       8093034,       4536,       64303,       32797,       388
5721,       8101223,       8095514,       4502,       64329,       32826,       392
5722,       8101972,       8096262,       4454,       64336,       32804,       389
5723,       8107113,       8101402,       4451,       64347,       32840,       389
5724,       8108738,       8103026,       4459,       64326,       32742,       410
5725,       8112596,       8106883,       4535,       64334,       32710,       386
5726,       8112821,       8107107,       4453,       64413,       32783,       391
5727,       8115309,       8109594,       4570,       64382,       32756,       388
5728,       8120898,       8115182,       4624,       64376,       32702,       394
5729,       8124929,       8119212,       4465,       64388,       32718,       386
5730,       8127719,       8122001,       4461,       64418,       32755,       395
5731,       8129700,       8123981,       4581,       64396,       32686,       391
5732,       8131926,       8126206,       4588,       64432,       32812,       393
5733,       8136719,       8130998,       4466,       64460,       32845,       386
5734,       8141230,       8135508,       4533,       64466,       32802,       407
5735,       8141835,       8136112,       4569,       64463,       32796,       386
5736,       8142687,       8136963,       4564,       64396,       32807,       410
5737,       8144685,       8138960,       4529,       64408,       32796,       414
5738,       8145091,       8139365,       4533,       64422,       32760,       394
5739,       8150064,       8144337,       4473,       64459,       32798,       384
5740,       8151651,       8145923,       4487,       64527,       32877,       399
5741,       8157156,       8151427,       4653,       64553,       32877,       388
5742,       8158537,       8152807,       4481,       64564,       32938,       390
5743,       8162698,       8156967,       4501,       64572,       32960,       387
5744,       8166472,       8160740,       4557,       64680,       33035,       392
5745,       8170955,       8165222,       4494,       64682,       33040,       394
5746,       8173207,       8167473,       4559,       64689,       33066,       391
5747,       8175084,       8169349,       4589,       64701,       33041,       402
5748,       8177290,       8171554,       4574,       64612,       32896,       392
5749,       8182017,       8176280,       4501,       64657,       32990,       392
5750,       8182175,       8176437,       4526,       64722,       33009,       535
5751,       8184705,       8178966,       6026,       64679,       32917,       421
5752,       8189035,       8183295,       5742,       64710,       33023,       415
5753,       8192244,       8186503,       4830,       64732,       32994,       421
5754,       8197701,       8191959,       4989,       64697,       32944,       411
5755,       8200350,       8194607,       4709,       64737,       32995,       412
5756,       8202954,       8197210,       5206,       64752,       32970,       412
5757,       8204090,       8198345,       5799,       64749,       32901,       425
5758,       8205142,       8199396,       5690,       64796,       32937,       416
5759,       8205989,       8200242,       4766,       64833,       32908,       418
5760,       8209282,       8203534,       4793,       64792,       33023,       419
5761,       8214225,       8208476,       4692,       64805,       33029,       403
5762,       8219824,       8214074,       6095,       64803,       33039,       402
5763,       8224063,       8218312,       4514,       64814,       33068,       479
5764,       8226119,       8220367,       5514,       64840,       33057,       427
5765,       8228913,       8223160,       4554,       64827,       33028,       412
5766,       8234268,       8228514,       4602,       64853,       33057,       393
5767,       8234433,       8228678,       4519,       64851,       33071,       393
5768,       8237046,       8231290,       5708,       64890,       33139,       411
5769,       8242676,       8236919,       5536,       64904,       33155,       399
5770,       8247129,       8241371,       4819,       64887,       33176,       419
5771,       8251581,       8245822,       4837,       64872,       33130,       392
5772,       8256983,       8251223,       4545,       65019,       33221,       406
5773,       8262742,       8256981,       5772,       65024,       33277,       528
5774,       8266350,       8260588,       5375,       64973,       33176,       602
5775,       8271859,       8266096,       5753,       64998,       33169,       399
5776,       8273577,       8267813,       4939,       65023,       33160,       422
5777,       8276399,       8270634,       4575,       65018,       33148,       397
5778,       8282138,       8276372,       4682,       64963,       33076,       394
5779,       8284405,       8278638,       5791,       65041,       33170,       432
5780,       8287635,       8281867,       5926,       65004,       33196,       418
5781,       8291244,       8285475,       4899,       64981,       33122,       415
5782,       8292139,       8286369,       4961,       65069,       33128,       409
5783,       8296337,       8290566,       4773,       65088,       33229,       419
5784,       8300041,       8294269,       4763,       65056,       33163,       411
5785,       8301177,       8295404,       5859,       65074,       33200,       421
5786,       8303027,       8297253,       5254,       65045,       33167,       601
5787,       8308579,       8302804,       5028,       65048,       33200,       404
5788,       8310802,       8305026,       4562,       65147,       33176,       396
5789,       8315880,       8310103,       4803,       65155,       33228,       417
5790,       8315891,       8310113,       5545,       65200,       33276,       572
5791,       8321100,       8315321,       4673,       65159,       33255,       406
5792,       8322310,       8316530,       5541,       65186,       33289,       417
5793,       8327570,       8321789,       4730,       65202,       33291,       397
5794,       8332111,       8326329,       4588,       65206,       33236,       409
5795,       8334078,       8328295,       5090,       65236,       33242,       418
5796,       8337795,       8332011,       5006,       65261,       33272,       429
5797,       8337833,       8332048,       4986,       65240,       33265,       410
5798,       8337900,       8332114,       4980,       65328,       33378,       427
5799,       8340157,       8334370,       5178,       65271,       33259,       413
5800,       8342955,       8337167,       4618,       65261,       33209,       400
5801,       8346349,       8340560,       5047,       65276,       33225,       566
5802,       8351620,       8345830,       5255,       65303,       33211,       408
5803,       8353025,       8347234,       5821,       65290,       33270,       426
5804,       8356738,       8350946,       6362,       65378,       33383,       423
5805,       8358763,       8352970,       4698,       65372,       33353,       394
5806,       8359640,       8353846,       4656,       65364,       33320,       421
5807,       8363738,       8357943,       4607,       65384,       33335,       393
5808,       8368372,       8362576,       4672,       65392,       33270,       396
5809,       8373227,       8367430,       4703,       65406,       33298,       440
5810,       8374056,       8368258,       4693,       65437,       33286,       395
5811,       8378842,       8373043,       4642,       65460,       33305,       392
5812,       8384236,       8378436,       4841,       65477,       33382,       435
5813,       8385827,       8380026,       4903,       65498,       33338,       392
5814,       8390313,       8384511,       4669,       65454,       33391,       393
5815,       8395006,       8389203,       4757,       65496,       33404,       418
5816,       8397211,       8391407,       4825,       65460,       33388,       396
5817,       8402633,       8396828,       4688,       65472,       33387,       398
5818,       8403038,       8397232,       4731,       65504,       33423,       417
5819,       8406184,       8400377,       4848,       65541,       33434,       393
5820,       8406684,       8400876,       4759,       65553,       33349,       396
5821,       8409767,       8403958,       4805,       65573,       33424,       396
5822,       8412470,       8406660,       4840,       65612,       33388,       399
5823,       8412866,       8407055,       4730,       65620,       33417,       393
5824,       8415051,       8409239,       4649,       65623,       33394,       401
5825,       8419540,       8413727,       4868,       65642,       33402,       393
5826,       8422249,       8416435,       4751,       65674,       33420,       397
5827,       8424198,       8418383,       4651,       65634,       33417,       394
5828,       8424531,       8418715,       4830,       65668,       33437,       401
5829,       8427144,       8421327,       4655,       65694,       33427,       393
5830,       8431592,       8425774,       4659,       65666,       33388,       399
5831,       8432294,       8426475,       4848,       65662,       33390,       412
5832,       8436340,       8430520,       4803,       65760,       33596,       408
5833,       8437648,       8431827,       4659,       65785,       33640,       397
5834,       8438458,       8432636,       4742,       65772,       33577,       397
5835,       8439973,       8434150,       4660,       65775,       33616,       395
5836,       8442476,       8436652,       4660,       65694,       33541,       398
5837,       8448012,       8442187,       4739,       65685,       33508,       396
5838,       8449826,       8444000,       4828,       65773,       33601,       413
