n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
0,       0,       0,       0,       0,       0,       0
1,       0,       0,       0,       0,       0,       0
2,       1,       0,       1,       1,       0,       2
3,       2,       0,       0,       2,       0,       1
4,       5,       3,       1,       5,       2,       2
5,       7,       4,       0,       7,       3,       2
6,       12,       9,       1,       10,       5,       2
7,       18,       15,       1,       12,       7,       2
8,       25,       21,       1,       16,       9,       3
9,       28,       23,       2,       20,       11,       3
10,       35,       29,       3,       21,       11,       4
11,       36,       29,       3,       26,       11,       4
12,       46,       38,       3,       31,       14,       7
13,       50,       41,       15,       34,       15,       6
14,       56,       46,       9,       37,       20,       6
15,       60,       49,       4,       43,       20,       12
16,       69,       57,       5,       48,       26,       10
17,       72,       59,       7,       52,       28,       9
18,       87,       73,       6,       58,       30,       9
19,       97,       82,       8,       62,       34,       9
20,       101,       85,       7,       64,       33,       17
21,       112,       95,       7,       69,       38,       11
22,       113,       95,       8,       74,       33,       12
23,       116,       97,       8,       75,       31,       21
24,       126,       106,       9,       84,       39,       13
25,       147,       126,       11,       88,       43,       15
26,       159,       137,       11,       94,       46,       14
27,       176,       153,       11,       97,       49,       16
28,       182,       158,       10,       102,       52,       18
29,       189,       164,       10,       105,       56,       15
30,       211,       185,       11,       116,       58,       18
31,       241,       215,       13,       116,       59,       19
32,       268,       241,       14,       124,       65,       20
33,       294,       266,       16,       129,       69,       18
34,       318,       289,       16,       130,       71,       21
35,       346,       316,       27,       136,       74,       20
36,       381,       350,       22,       146,       81,       21
37,       397,       365,       21,       153,       83,       29
38,       431,       398,       23,       156,       86,       13
39,       469,       436,       25,       158,       89,       24
40,       497,       463,       26,       163,       88,       14
41,       512,       477,       27,       166,       89,       14
42,       514,       478,       27,       177,       97,       15
43,       519,       482,       27,       179,       95,       16
44,       531,       493,       28,       184,       91,       15
45,       575,       537,       30,       193,       100,       15
46,       618,       579,       32,       196,       93,       17
47,       633,       593,       33,       195,       93,       16
48,       652,       611,       34,       208,       106,       5
49,       696,       654,       37,       215,       112,       2
50,       723,       680,       38,       222,       113,       4
51,       753,       709,       40,       227,       118,       6
52,       804,       759,       42,       234,       125,       4
53,       855,       809,       45,       239,       130,       4
54,       905,       858,       48,       243,       134,       4
55,       927,       879,       49,       245,       127,       4
56,       973,       924,       51,       257,       136,       4
57,       1026,       976,       54,       263,       141,       6
58,       1036,       985,       55,       266,       140,       3
59,       1091,       1039,       58,       271,       140,       3
60,       1134,       1081,       59,       281,       138,       4
61,       1162,       1108,       61,       288,       145,       4
62,       1198,       1143,       63,       289,       147,       21
63,       1216,       1160,       64,       298,       148,       5
64,       1235,       1178,       65,       302,       152,       5
65,       1293,       1235,       68,       309,       159,       4
66,       1350,       1291,       71,       317,       167,       5
67,       1363,       1303,       71,       322,       166,       4
68,       1408,       1347,       74,       329,       173,       5
69,       1430,       1368,       74,       333,       176,       4
70,       1499,       1436,       78,       344,       185,       6
71,       1529,       1465,       84,       347,       189,       13
72,       1540,       1475,       76,       358,       191,       6
73,       1587,       1521,       73,       365,       199,       5
74,       1630,       1563,       75,       371,       198,       5
75,       1699,       1631,       78,       377,       206,       17
76,       1760,       1691,       81,       388,       217,       8
77,       1806,       1736,       83,       389,       213,       5
78,       1810,       1739,       83,       396,       209,       7
79,       1837,       1765,       83,       395,       207,       8
80,       1879,       1806,       86,       409,       219,       18
81,       1907,       1833,       87,       417,       225,       6
82,       1933,       1858,       88,       417,       224,       6
83,       1936,       1860,       89,       417,       217,       5
84,       1980,       1903,       91,       437,       234,       7
85,       2050,       1972,       100,       442,       236,       6
86,       2053,       1974,       94,       440,       223,       6
87,       2089,       2009,       105,       449,       238,       6
88,       2129,       2048,       107,       458,       234,       7
89,       2191,       2109,       111,       466,       238,       6
90,       2270,       2187,       115,       474,       240,       8
91,       2323,       2239,       89,       482,       251,       6
92,       2333,       2248,       26,       483,       237,       8
93,       2400,       2314,       14,       491,       246,       7
94,       2425,       2338,       44,       492,       243,       8
95,       2454,       2366,       35,       499,       248,       9
96,       2542,       2453,       55,       513,       261,       7
97,       2630,       2540,       32,       519,       266,       6
98,       2695,       2604,       53,       529,       271,       11
99,       2710,       2618,       23,       531,       265,       11
100,       2797,       2704,       39,       546,       283,       7
101,       2811,       2717,       52,       551,       282,       6
102,       2870,       2775,       64,       549,       282,       10
103,       2904,       2808,       11,       561,       293,       9
104,       2979,       2882,       10,       573,       299,       10
105,       3083,       2985,       11,       578,       303,       8
106,       3110,       3011,       10,       583,       303,       9
107,       3199,       3099,       11,       594,       314,       7
108,       3238,       3137,       11,       596,       314,       8
109,       3333,       3231,       11,       601,       320,       8
110,       3372,       3269,       12,       608,       314,       9
111,       3457,       3353,       12,       614,       321,       8
112,       3568,       3464,       12,       630,       338,       11
113,       3603,       3498,       22,       637,       343,       9
114,       3626,       3520,       12,       640,       330,       10
115,       3738,       3631,       13,       651,       340,       9
116,       3801,       3693,       13,       646,       326,       12
117,       3820,       3711,       13,       653,       333,       9
118,       3912,       3802,       13,       660,       331,       12
119,       3956,       3845,       14,       663,       342,       9
120,       4075,       3964,       14,       681,       348,       10
121,       4103,       3991,       14,       687,       349,       9
122,       4218,       4105,       14,       692,       351,       10
123,       4304,       4190,       15,       702,       351,       9
124,       4321,       4206,       15,       706,       365,       10
125,       4352,       4236,       15,       710,       362,       10
126,       4463,       4346,       15,       721,       360,       11
127,       4564,       4446,       16,       728,       362,       11
128,       4623,       4504,       16,       735,       372,       11
129,       4704,       4584,       16,       742,       379,       10
130,       4824,       4703,       17,       745,       386,       11
131,       4943,       4821,       17,       754,       391,       10
132,       5008,       4885,       17,       768,       401,       11
133,       5087,       4963,       17,       774,       408,       12
134,       5209,       5084,       18,       777,       398,       12
135,       5260,       5134,       18,       786,       404,       11
136,       5282,       5155,       18,       789,       409,       13
137,       5331,       5203,       18,       795,       412,       10
138,       5419,       5290,       19,       803,       422,       11
139,       5421,       5291,       18,       812,       417,       12
140,       5493,       5362,       19,       828,       433,       12
141,       5576,       5444,       19,       838,       441,       11
142,       5714,       5581,       19,       840,       434,       12
143,       5848,       5714,       20,       848,       450,       11
144,       5895,       5760,       21,       858,       441,       13
145,       5993,       5857,       20,       865,       448,       15
146,       6126,       5989,       21,       875,       465,       14
147,       6234,       6096,       21,       881,       467,       12
148,       6305,       6166,       21,       888,       460,       12
149,       6426,       6286,       23,       895,       463,       11
150,       6456,       6315,       22,       903,       479,       13
151,       6597,       6455,       22,       915,       485,       12
152,       6637,       6494,       23,       925,       500,       13
153,       6753,       6609,       23,       931,       505,       12
154,       6786,       6641,       23,       931,       500,       15
155,       6831,       6685,       23,       935,       497,       13
156,       6932,       6785,       23,       951,       496,       15
157,       6942,       6794,       23,       956,       496,       12
158,       7034,       6885,       24,       953,       498,       15
159,       7080,       6930,       24,       963,       493,       13
160,       7164,       7013,       24,       982,       516,       13
161,       7184,       7032,       24,       988,       520,       13
162,       7212,       7059,       25,       994,       524,       13
163,       7370,       7216,       26,       1001,       529,       12
164,       7450,       7295,       25,       996,       528,       14
165,       7518,       7362,       25,       1002,       531,       15
166,       7531,       7374,       26,       1008,       520,       13
167,       7665,       7507,       26,       1018,       528,       16
168,       7706,       7547,       26,       1047,       549,       17
169,       7869,       7709,       27,       1055,       559,       13
170,       8020,       7859,       27,       1058,       558,       14
171,       8059,       7897,       27,       1060,       557,       14
172,       8230,       8067,       51,       1061,       543,       27
173,       8277,       8113,       51,       1068,       551,       22
174,       8284,       8119,       29,       1082,       560,       12
175,       8424,       8258,       29,       1089,       570,       11
176,       8540,       8373,       52,       1097,       566,       21
177,       8671,       8503,       52,       1101,       567,       20
178,       8716,       8547,       75,       1121,       584,       21
179,       8880,       8710,       55,       1129,       589,       22
180,       8931,       8760,       53,       1129,       572,       22
181,       9031,       8859,       40,       1139,       586,       31
182,       9080,       8907,       34,       1156,       604,       12
183,       9160,       8986,       35,       1150,       595,       21
184,       9288,       9113,       33,       1162,       593,       14
185,       9450,       9274,       32,       1171,       601,       12
186,       9606,       9429,       42,       1168,       584,       13
187,       9741,       9563,       42,       1178,       594,       13
188,       9829,       9650,       58,       1184,       597,       24
189,       9859,       9679,       38,       1190,       594,       17
190,       10010,       9829,       42,       1203,       600,       14
191,       10168,       9986,       34,       1208,       606,       13
192,       10315,       10132,       57,       1216,       613,       14
193,       10352,       10168,       46,       1224,       618,       12
194,       10534,       10349,       35,       1245,       639,       13
195,       10612,       10426,       36,       1257,       651,       13
196,       10798,       10611,       36,       1256,       647,       14
197,       10805,       10617,       37,       1266,       650,       19
198,       10912,       10723,       47,       1275,       654,       20
199,       11104,       10914,       37,       1278,       646,       17
200,       11188,       10997,       37,       1293,       661,       20
201,       11295,       11103,       38,       1301,       668,       16
202,       11493,       11300,       39,       1312,       662,       21
203,       11670,       11476,       48,       1316,       667,       21
204,       11773,       11578,       39,       1314,       671,       25
205,       11853,       11657,       73,       1324,       678,       31
206,       12038,       11841,       54,       1340,       691,       19
207,       12240,       12042,       41,       1336,       689,       19
208,       12431,       12232,       41,       1357,       702,       20
209,       12616,       12416,       42,       1365,       709,       17
210,       12629,       12428,       51,       1370,       705,       20
211,       12811,       12609,       43,       1383,       709,       20
212,       12986,       12783,       43,       1384,       707,       20
213,       13085,       12881,       43,       1391,       715,       18
214,       13298,       13094,       44,       1409,       740,       20
215,       13479,       13274,       45,       1411,       739,       18
216,       13501,       13295,       53,       1414,       724,       36
217,       13520,       13313,       85,       1422,       727,       24
218,       13658,       13450,       46,       1433,       748,       21
219,       13828,       13619,       46,       1434,       749,       21
220,       13979,       13769,       47,       1448,       744,       21
221,       13996,       13785,       47,       1459,       752,       19
222,       14186,       13974,       47,       1459,       751,       18
223,       14331,       14118,       47,       1467,       755,       20
224,       14450,       14236,       48,       1486,       760,       29
225,       14556,       14341,       49,       1494,       764,       20
226,       14579,       14363,       50,       1501,       779,       23
227,       14687,       14470,       49,       1506,       786,       21
228,       14875,       14657,       61,       1511,       772,       22
229,       15096,       14877,       50,       1519,       777,       20
230,       15106,       14886,       51,       1532,       785,       20
231,       15206,       14985,       51,       1548,       803,       21
232,       15281,       15059,       51,       1535,       769,       21
233,       15335,       15112,       52,       1544,       776,       18
234,       15443,       15219,       59,       1563,       801,       22
235,       15531,       15306,       51,       1565,       796,       21
236,       15572,       15346,       52,       1565,       784,       17
237,       15760,       15533,       52,       1579,       798,       15
238,       15811,       15583,       53,       1581,       807,       17
239,       16049,       15821,       53,       1591,       825,       17
240,       16220,       15991,       55,       1611,       819,       17
241,       16440,       16210,       61,       1618,       827,       15
242,       16528,       16297,       55,       1630,       830,       16
243,       16615,       16383,       55,       1634,       824,       16
244,       16725,       16492,       55,       1640,       824,       17
245,       16808,       16574,       56,       1651,       831,       16
246,       16825,       16590,       56,       1661,       836,       17
247,       16831,       16595,       56,       1672,       845,       17
248,       16947,       16710,       56,       1660,       839,       17
249,       17130,       16892,       57,       1668,       846,       15
250,       17284,       17045,       57,       1686,       849,       17
251,       17293,       17053,       57,       1687,       854,       17
252,       17484,       17243,       58,       1706,       854,       18
253,       17496,       17254,       58,       1705,       843,       16
254,       17626,       17383,       58,       1718,       844,       18
255,       17816,       17572,       59,       1723,       861,       18
256,       18030,       17785,       60,       1740,       874,       19
257,       18097,       17851,       60,       1750,       881,       16
258,       18322,       18075,       60,       1749,       884,       19
259,       18453,       18205,       61,       1761,       889,       18
260,       18483,       18234,       61,       1759,       896,       18
261,       18487,       18237,       61,       1769,       902,       23
262,       18607,       18356,       62,       1781,       920,       23
263,       18647,       18395,       68,       1784,       891,       25
264,       18697,       18444,       62,       1803,       912,       26
265,       18719,       18465,       62,       1815,       924,       24
266,       18737,       18482,       62,       1822,       926,       25
267,       18761,       18505,       62,       1832,       940,       24
268,       18941,       18684,       63,       1835,       931,       39
269,       19128,       18870,       64,       1844,       942,       21
270,       19397,       19138,       65,       1854,       939,       19
271,       19399,       19139,       65,       1860,       961,       18
272,       19434,       19173,       67,       1861,       947,       24
273,       19685,       19423,       83,       1868,       956,       25
274,       19936,       19673,       73,       1879,       957,       20
275,       20062,       19798,       67,       1884,       961,       17
276,       20275,       20010,       67,       1899,       982,       21
277,       20385,       20119,       68,       1905,       988,       18
278,       20495,       20228,       68,       1908,       988,       20
279,       20524,       20256,       68,       1918,       976,       18
280,       20792,       20523,       69,       1936,       976,       21
281,       20889,       20619,       69,       1940,       979,       18
282,       21053,       20782,       70,       1948,       996,       18
283,       21150,       20878,       70,       1964,       1008,       17
284,       21307,       21034,       70,       1972,       993,       20
285,       21368,       21094,       71,       1985,       1009,       19
286,       21533,       21258,       71,       1991,       1029,       20
287,       21647,       21371,       71,       1999,       1033,       18
288,       21729,       21452,       71,       1999,       1004,       21
289,       22016,       21738,       72,       2008,       1014,       18
290,       22072,       21793,       73,       2017,       1025,       20
291,       22226,       21946,       73,       2023,       1028,       18
292,       22474,       22193,       75,       2047,       1065,       20
293,       22685,       22403,       74,       2059,       1071,       16
294,       22789,       22506,       75,       2052,       1066,       13
295,       23040,       22756,       76,       2060,       1065,       13
296,       23089,       22804,       76,       2071,       1060,       15
297,       23361,       23075,       77,       2082,       1075,       12
298,       23540,       23253,       78,       2088,       1078,       13
299,       23809,       23521,       78,       2097,       1081,       13
300,       23995,       23706,       79,       2106,       1098,       14
301,       24088,       23798,       79,       2110,       1098,       12
302,       24180,       23889,       80,       2119,       1105,       14
303,       24206,       23914,       176,       2136,       1107,       20
304,       24402,       24109,       104,       2155,       1127,       19
305,       24635,       24341,       99,       2165,       1137,       15
306,       24919,       24624,       96,       2172,       1131,       15
307,       25087,       24791,       98,       2184,       1142,       19
308,       25171,       24874,       117,       2174,       1133,       21
309,       25331,       25033,       99,       2180,       1139,       16
310,       25474,       25175,       95,       2182,       1121,       15
311,       25483,       25183,       113,       2193,       1124,       16
312,       25706,       25405,       121,       2218,       1147,       21
313,       25782,       25480,       140,       2221,       1141,       21
314,       25990,       25687,       147,       2223,       1140,       17
315,       26191,       25887,       127,       2234,       1141,       17
316,       26254,       25949,       129,       2227,       1135,       19
317,       26361,       26055,       151,       2239,       1149,       20
318,       26441,       26134,       95,       2250,       1132,       20
319,       26517,       26209,       97,       2262,       1155,       15
320,       26797,       26488,       94,       2289,       1184,       17
321,       27046,       26736,       92,       2298,       1191,       15
322,       27195,       26884,       116,       2290,       1162,       16
323,       27267,       26955,       101,       2302,       1178,       15
324,       27282,       26969,       100,       2307,       1182,       17
325,       27363,       27049,       94,       2315,       1193,       14
326,       27447,       27132,       90,       2324,       1202,       16
327,       27527,       27211,       111,       2341,       1212,       22
328,       27838,       27521,       102,       2337,       1217,       20
329,       27987,       27669,       102,       2345,       1220,       15
330,       28188,       27869,       97,       2342,       1205,       17
331,       28399,       28079,       97,       2366,       1235,       22
332,       28564,       28243,       180,       2370,       1216,       40
333,       28566,       28244,       124,       2372,       1213,       32
334,       28618,       28295,       118,       2377,       1233,       30
335,       28750,       28426,       99,       2385,       1214,       23
336,       29070,       28745,       97,       2419,       1237,       33
337,       29157,       28831,       94,       2430,       1247,       23
338,       29201,       28874,       98,       2437,       1247,       24
339,       29314,       28986,       90,       2440,       1248,       24
340,       29502,       29173,       91,       2459,       1273,       25
341,       29683,       29353,       89,       2456,       1269,       23
342,       29749,       29418,       87,       2465,       1282,       24
343,       29911,       29579,       90,       2479,       1297,       23
344,       30241,       29908,       96,       2468,       1262,       26
345,       30416,       30082,       92,       2480,       1274,       23
346,       30594,       30259,       20,       2486,       1272,       25
347,       30631,       30295,       19,       2494,       1271,       23
348,       30803,       30466,       19,       2510,       1282,       23
349,       30864,       30526,       18,       2506,       1264,       23
350,       31193,       30854,       19,       2530,       1312,       24
351,       31417,       31077,       19,       2541,       1305,       24
352,       31737,       31396,       19,       2530,       1295,       30
353,       31919,       31577,       19,       2544,       1303,       22
354,       31952,       31609,       19,       2559,       1315,       23
355,       32121,       31777,       19,       2572,       1317,       24
356,       32447,       32102,       19,       2590,       1317,       25
357,       32633,       32287,       20,       2598,       1329,       15
358,       32640,       32293,       19,       2607,       1334,       18
359,       32932,       32584,       20,       2619,       1336,       16
360,       33254,       32905,       20,       2632,       1342,       19
361,       33367,       33017,       20,       2633,       1337,       15
362,       33666,       33315,       20,       2647,       1350,       17
363,       33849,       33497,       20,       2651,       1350,       16
364,       33871,       33518,       20,       2659,       1367,       18
365,       34094,       33740,       20,       2668,       1361,       16
366,       34290,       33935,       20,       2675,       1363,       18
367,       34616,       34260,       20,       2683,       1376,       17
368,       34659,       34302,       20,       2686,       1358,       19
369,       34694,       34336,       20,       2693,       1363,       18
370,       34920,       34561,       20,       2713,       1381,       18
371,       34949,       34589,       20,       2728,       1388,       16
372,       35123,       34762,       21,       2719,       1361,       20
373,       35376,       35014,       21,       2724,       1370,       24
374,       35666,       35303,       21,       2737,       1371,       26
375,       35707,       35343,       21,       2748,       1379,       27
376,       35745,       35380,       21,       2753,       1395,       27
377,       35774,       35408,       21,       2767,       1403,       25
378,       35821,       35454,       21,       2772,       1388,       26
379,       36141,       35773,       21,       2772,       1384,       25
380,       36425,       36056,       21,       2792,       1401,       27
381,       36521,       36151,       21,       2796,       1394,       27
382,       36709,       36338,       22,       2805,       1416,       26
383,       37070,       36698,       22,       2815,       1405,       27
384,       37215,       36842,       22,       2825,       1426,       28
385,       37496,       37122,       22,       2834,       1435,       25
386,       37700,       37325,       22,       2842,       1440,       26
387,       37996,       37620,       22,       2856,       1453,       23
388,       38226,       37849,       22,       2873,       1454,       19
389,       38341,       37963,       22,       2875,       1454,       17
390,       38360,       37981,       23,       2896,       1473,       19
391,       38560,       38180,       23,       2919,       1490,       17
392,       38736,       38355,       23,       2894,       1482,       20
393,       38780,       38398,       23,       2904,       1490,       17
394,       39110,       38727,       23,       2923,       1493,       18
395,       39397,       39013,       23,       2931,       1503,       17
396,       39752,       39367,       23,       2936,       1491,       20
397,       40059,       39673,       24,       2949,       1499,       17
398,       40408,       40021,       24,       2951,       1490,       20
399,       40610,       40222,       24,       2963,       1497,       18
400,       40984,       40595,       24,       2981,       1529,       21
401,       41256,       40866,       24,       2991,       1537,       17
402,       41338,       40947,       24,       2991,       1523,       20
403,       41373,       40981,       24,       3006,       1525,       18
404,       41529,       41136,       24,       3019,       1531,       20
405,       41893,       41499,       25,       3028,       1539,       18
406,       42003,       41608,       25,       3024,       1529,       20
407,       42158,       41762,       25,       3029,       1533,       19
408,       42472,       42075,       25,       3036,       1558,       21
409,       42490,       42092,       25,       3055,       1570,       17
410,       42725,       42326,       25,       3053,       1550,       20
411,       42734,       42334,       25,       3061,       1557,       19
412,       43036,       42635,       25,       3086,       1578,       22
413,       43434,       43032,       25,       3088,       1592,       18
414,       43608,       43205,       25,       3077,       1573,       21
415,       43767,       43363,       26,       3086,       1566,       29
416,       44050,       43645,       26,       3124,       1584,       23
417,       44199,       43793,       26,       3133,       1592,       17
418,       44349,       43942,       26,       3130,       1585,       20
419,       44438,       44030,       26,       3139,       1603,       18
420,       44806,       44397,       26,       3167,       1616,       21
421,       45055,       44645,       26,       3169,       1615,       18
422,       45440,       45029,       26,       3170,       1616,       20
423,       45682,       45270,       27,       3194,       1627,       23
424,       45895,       45482,       27,       3185,       1617,       22
425,       46244,       45830,       27,       3189,       1621,       18
426,       46653,       46238,       27,       3197,       1629,       21
427,       46915,       46499,       43,       3205,       1644,       21
428,       47030,       46613,       27,       3229,       1673,       22
429,       47283,       46865,       27,       3239,       1673,       19
430,       47532,       47113,       27,       3249,       1675,       21
431,       47843,       47423,       28,       3256,       1676,       20
432,       48097,       47676,       28,       3255,       1667,       22
433,       48140,       47718,       28,       3262,       1669,       18
434,       48162,       47739,       28,       3277,       1660,       21
435,       48395,       47971,       28,       3281,       1667,       19
436,       48489,       48064,       28,       3283,       1681,       25
437,       48773,       48347,       28,       3300,       1685,       20
438,       49050,       48623,       29,       3311,       1710,       21
439,       49179,       48751,       29,       3317,       1704,       21
440,       49312,       48883,       28,       3318,       1690,       23
441,       49633,       49203,       29,       3331,       1694,       19
442,       49906,       49475,       29,       3344,       1703,       21
443,       49933,       49501,       29,       3356,       1716,       20
444,       50193,       49760,       29,       3359,       1725,       23
445,       50601,       50167,       29,       3372,       1719,       19
446,       50782,       50347,       29,       3385,       1721,       32
447,       51159,       50723,       30,       3386,       1715,       22
448,       51308,       50871,       30,       3410,       1718,       24
449,       51363,       50925,       30,       3418,       1725,       19
450,       51394,       50955,       30,       3423,       1725,       21
451,       51401,       50961,       30,       3427,       1727,       21
452,       51515,       51074,       30,       3437,       1742,       23
453,       51930,       51488,       32,       3446,       1753,       23
454,       52176,       51733,       32,       3461,       1761,       22
455,       52589,       52145,       33,       3465,       1778,       26
456,       52903,       52458,       37,       3472,       1766,       31
457,       52988,       52542,       43,       3483,       1773,       29
458,       53017,       52570,       31,       3480,       1771,       22
459,       53193,       52745,       31,       3500,       1790,       21
460,       53480,       53031,       31,       3520,       1797,       23
461,       53649,       53199,       31,       3532,       1802,       20
462,       53932,       53481,       31,       3532,       1818,       22
463,       54034,       53582,       31,       3539,       1805,       23
464,       54168,       53715,       31,       3540,       1782,       24
465,       54421,       53967,       31,       3553,       1787,       21
466,       54542,       54087,       31,       3552,       1770,       22
467,       54842,       54386,       32,       3563,       1782,       21
468,       54883,       54426,       32,       3588,       1830,       24
469,       55089,       54631,       32,       3604,       1843,       22
470,       55213,       54754,       32,       3598,       1833,       23
471,       55369,       54909,       32,       3603,       1843,       22
472,       55444,       54983,       32,       3603,       1820,       25
473,       55616,       55154,       32,       3611,       1811,       21
474,       56043,       55580,       32,       3621,       1817,       22
475,       56442,       55978,       32,       3641,       1844,       22
476,       56719,       56254,       32,       3639,       1844,       25
477,       56905,       56439,       33,       3654,       1859,       21
478,       57219,       56752,       33,       3663,       1859,       24
479,       57617,       57149,       33,       3664,       1881,       23
480,       58037,       57568,       33,       3697,       1884,       25
481,       58372,       57902,       33,       3704,       1889,       21
482,       58739,       58268,       34,       3697,       1883,       23
483,       59099,       58627,       34,       3712,       1893,       22
484,       59246,       58773,       34,       3724,       1884,       25
485,       59535,       59061,       34,       3734,       1892,       21
486,       59740,       59265,       34,       3730,       1879,       24
487,       59798,       59322,       34,       3748,       1892,       22
488,       60237,       59760,       34,       3755,       1888,       26
489,       60663,       60185,       35,       3759,       1883,       21
490,       61055,       60576,       35,       3772,       1900,       24
491,       61107,       60627,       35,       3783,       1911,       22
492,       61592,       61111,       35,       3799,       1920,       26
493,       61694,       61212,       35,       3796,       1919,       23
494,       61882,       61399,       35,       3821,       1948,       24
495,       62007,       61523,       35,       3824,       1937,       23
496,       62437,       61952,       36,       3822,       1935,       27
497,       62460,       61974,       36,       3829,       1932,       22
498,       62619,       62132,       36,       3829,       1928,       24
499,       62828,       62340,       36,       3837,       1935,       23
500,       63157,       62668,       36,       3871,       1926,       25
501,       63601,       63111,       36,       3879,       1939,       23
502,       64040,       63549,       36,       3878,       1965,       25
503,       64145,       63653,       36,       3889,       1966,       24
504,       64178,       63685,       36,       3921,       1970,       27
505,       64196,       63702,       36,       3929,       1969,       22
506,       64305,       63810,       37,       3920,       1948,       25
507,       64361,       63865,       37,       3918,       1942,       24
508,       64723,       64226,       37,       3934,       1932,       26
509,       65037,       64539,       37,       3946,       1945,       23
510,       65381,       64882,       37,       3952,       1989,       25
511,       65411,       64911,       37,       3960,       1967,       24
512,       65606,       65105,       38,       3974,       2003,       27
513,       65756,       65254,       38,       3983,       2011,       23
514,       65884,       65381,       38,       3994,       2010,       25
515,       66359,       65855,       38,       4003,       2022,       24
516,       66781,       66276,       38,       4009,       2013,       27
517,       67003,       66497,       38,       4018,       2021,       23
518,       67198,       66691,       39,       4033,       2024,       26
519,       67549,       67041,       39,       4039,       2045,       25
520,       67929,       67420,       39,       4042,       2047,       28
521,       68162,       67652,       39,       4049,       2060,       23
522,       68390,       67879,       39,       4063,       2055,       26
523,       68515,       68003,       39,       4075,       2070,       24
524,       68646,       68133,       39,       4080,       2070,       28
525,       68857,       68343,       39,       4089,       2088,       24
526,       69111,       68596,       39,       4107,       2064,       28
527,       69159,       68643,       40,       4091,       2030,       26
528,       69205,       68688,       39,       4117,       2080,       29
529,       69482,       68964,       40,       4124,       2091,       24
530,       69644,       69125,       40,       4147,       2104,       26
531,       69682,       69162,       40,       4155,       2110,       25
532,       69835,       69314,       40,       4160,       2119,       31
533,       70128,       69606,       40,       4173,       2128,       26
534,       70480,       69957,       40,       4193,       2142,       27
535,       70690,       70166,       40,       4195,       2132,       26
536,       71098,       70573,       40,       4197,       2123,       29
537,       71558,       71032,       41,       4203,       2128,       26
538,       71946,       71419,       41,       4214,       2137,       27
539,       72463,       71935,       41,       4224,       2160,       25
540,       72746,       72217,       42,       4237,       2144,       29
541,       72917,       72387,       42,       4237,       2142,       25
542,       73197,       72666,       42,       4254,       2178,       28
543,       73340,       72808,       42,       4256,       2170,       27
544,       73659,       73126,       42,       4263,       2174,       30
545,       73704,       73170,       42,       4274,       2181,       24
546,       74103,       73568,       42,       4285,       2165,       27
547,       74162,       73626,       42,       4289,       2180,       26
548,       74256,       73719,       42,       4301,       2166,       29
549,       74529,       73991,       43,       4304,       2163,       25
550,       74961,       74422,       43,       4322,       2181,       28
551,       75349,       74809,       43,       4331,       2195,       30
552,       75768,       75227,       43,       4356,       2257,       30
553,       76052,       75510,       43,       4363,       2264,       25
554,       76464,       75921,       43,       4367,       2245,       28
555,       76734,       76190,       55,       4370,       2256,       26
556,       76927,       76382,       44,       4370,       2231,       29
557,       77142,       76596,       44,       4372,       2233,       26
558,       77434,       76887,       44,       4390,       2229,       28
559,       77456,       76908,       44,       4414,       2240,       27
560,       77758,       77209,       44,       4426,       2243,       30
561,       77843,       77293,       44,       4436,       2247,       25
562,       77900,       77349,       44,       4442,       2248,       28
563,       77991,       77439,       44,       4457,       2255,       27
564,       78431,       77878,       45,       4457,       2270,       30
565,       78790,       78236,       45,       4462,       2281,       26
566,       79196,       78641,       45,       4476,       2299,       29
567,       79379,       78823,       45,       4483,       2297,       28
568,       79868,       79311,       46,       4502,       2265,       32
569,       80147,       79589,       46,       4509,       2282,       26
570,       80189,       79630,       46,       4537,       2302,       29
571,       80680,       80120,       46,       4537,       2315,       28
572,       81205,       80644,       46,       4544,       2312,       31
573,       81735,       81173,       46,       4548,       2338,       27
574,       81890,       81327,       47,       4559,       2339,       33
575,       81907,       81343,       48,       4561,       2345,       31
576,       82094,       81529,       47,       4569,       2317,       32
577,       82637,       82071,       47,       4581,       2328,       26
578,       82932,       82365,       47,       4582,       2307,       32
579,       83390,       82822,       47,       4591,       2321,       27
580,       83541,       82972,       47,       4611,       2336,       32
581,       83920,       83350,       47,       4620,       2350,       27
582,       84109,       83538,       48,       4635,       2353,       29
583,       84370,       83798,       48,       4642,       2358,       28
584,       84404,       83831,       48,       4661,       2408,       31
585,       84603,       84029,       48,       4668,       2408,       27
586,       85099,       84524,       48,       4680,       2392,       29
587,       85141,       84565,       48,       4684,       2399,       28
588,       85312,       84735,       49,       4679,       2399,       32
589,       85426,       84848,       49,       4681,       2397,       27
590,       85469,       84890,       49,       4708,       2420,       31
591,       85805,       85225,       49,       4710,       2420,       29
592,       85877,       85296,       49,       4736,       2433,       32
593,       86307,       85725,       49,       4745,       2440,       28
594,       86429,       85846,       49,       4742,       2437,       42
595,       86796,       86212,       49,       4748,       2450,       28
596,       87188,       86603,       49,       4773,       2470,       31
597,       87587,       87001,       50,       4772,       2456,       29
598,       87715,       87128,       50,       4786,       2470,       30
599,       87775,       87187,       50,       4778,       2448,       29
600,       87938,       87349,       50,       4793,       2470,       33
601,       88183,       87593,       50,       4814,       2494,       27
602,       88551,       87960,       50,       4818,       2484,       30
603,       88742,       88150,       50,       4838,       2485,       29
