n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
0,       0,       0,       0,       0,       0,       1
1,       0,       0,       0,       0,       0,       0
2,       1,       0,       2,       1,       0,       3
3,       3,       2,       2,       3,       2,       3
4,       6,       4,       1,       4,       2,       2
5,       10,       8,       1,       7,       5,       3
